21355.07174030908,-2101.446071553162,-10161.097509317868
21356.8868432076,-2101.242323084789,-10157.705446809368
21358.70164199954,-2101.038562962515,-10154.312810858351
21360.516136555867,-2100.8347912006097,-10150.919601576195
21362.330326747466,-2100.631007813344,-10147.525819074232
21364.14421244529,-2100.4272128149887,-10144.131463463922
21365.957793520363,-2100.223406219821,-10140.736534856718
21367.771069843708,-2100.0195880421265,-10137.341033364177
21369.58404128631,-2099.8157582962203,-10133.944959097817
21371.396707719363,-2099.6119169963044,-10130.548312169283
21373.209069013985,-2099.408064156712,-10127.151092690265
21375.02112504129,-2099.204199791727,-10123.753300772418
21376.832875672448,-2099.0003239156385,-10120.354936527528
21378.644320778785,-2098.7964365427392,-10116.956000067408
21380.455460231413,-2098.592537687329,-10113.556491503894
21382.26629390169,-2098.3886273637027,-10110.156410948895
21384.076821660947,-2098.1847055861645,-10106.755758514371
21385.887043380564,-2097.9807723690083,-10103.354534312297
21387.696958931847,-2097.776827726552,-10099.952738454727
21389.506568186192,-2097.572871673132,-10096.550371053716
21391.31587101513,-2097.368904222979,-10093.147432221436
21393.12486729013,-2097.164925390445,-10089.74392207009
21394.93355688266,-2096.960935189845,-10086.339840711848
21396.74193966432,-2096.756933635497,-10082.93518825904
21398.550015506644,-2096.5529207417167,-10079.52996482398
21400.35778428122,-2096.348896522828,-10076.124170519002
21402.165245859764,-2096.1448609931504,-10072.71780545656
21403.97240011394,-2095.940814167011,-10069.310869749128
21405.779246915376,-2095.736756058739,-10065.903363509178
21407.585786135867,-2095.5326866826654,-10062.495286849342
21409.39201764717,-2095.328606053161,-10059.086639882133
21411.197941321112,-2095.1245141844806,-10055.677422720271
21413.003557029537,-2094.9204110909964,-10052.26763547643
21414.808864644245,-2094.7162967870545,-10048.857278263382
21416.613864037245,-2094.512171286992,-10045.446351193896
21418.41855508038,-2094.3080346051515,-10042.034854380814
21420.222937645663,-2094.1038867558877,-10038.62278793706
21422.027011605085,-2093.899727753538,-10035.210151975523
21423.830776830702,-2093.695557612461,-10031.796946609222
21425.634233194527,-2093.491376346999,-10028.383171951147
21427.437380568725,-2093.2871839715244,-10024.96882811444
21429.240218825336,-2093.0829805003755,-10021.55391521215
21431.04274783659,-2092.878765947966,-10018.138433357455
21432.844967474663,-2092.6745403285645,-10014.722382663624
21434.646877611794,-2092.470303656587,-10011.305763243903
21436.44847812024,-2092.2660559463898,-10007.888575211577
21438.24976887232,-2092.061797212347,-10004.470818680007
21440.05074974032,-2091.857527468832,-10001.05249376263
21441.85142059661,-2091.653246730206,-9997.63360057284
21443.65178131356,-2091.448955010854,-9994.214139224194
21445.45183176367,-2091.2446523251515,-9990.794109830216
21447.251571819343,-2091.0403386874727,-9987.373512504468
21449.051001353026,-2090.8360141122484,-9983.952347360611
21450.850120237334,-2090.631678613775,-9980.53061451234
21452.648928344777,-2090.4273322064787,-9977.108314073368
21454.447425547925,-2090.222974904745,-9973.685446157462
21456.24561171949,-2090.018606722973,-9970.262010878494
21458.043486732025,-2089.8142276755457,-9966.83800835028
21459.841050458224,-2089.609837776861,-9963.413438686715
21461.63830277089,-2089.405437041319,-9959.988302001866
21463.435243542663,-2089.201025483313,-9956.562598409657
21465.23187264644,-2088.9966031172494,-9953.13632802416
21467.028189954948,-2088.7921699575286,-9949.709490959489
21468.824195341127,-2088.587726018553,-9946.282087329795
21470.619888677746,-2088.3832713147794,-9942.85411724925
21472.415269837835,-2088.178805860524,-9939.425580832129
21474.210338694324,-2087.9743296702472,-9935.996478192714
21476.00509512017,-2087.769842758363,-9932.566809445329
21477.799538988347,-2087.5653451392845,-9929.13657470436
21479.593670172024,-2087.3608368274304,-9925.705774084236
21481.387488544187,-2087.1563178372226,-9922.27440769944
21483.180993977967,-2086.95178818308,-9918.842475664464
21484.974186346517,-2086.747247879427,-9915.409978093898
21486.76706552305,-2086.5426969406967,-9911.976915102332
21488.55963138072,-2086.338135381354,-9908.543286804455
21490.35188379286,-2086.133563215747,-9905.109093315004
21492.143822632657,-2085.928980458348,-9901.674334748626
21493.93544777357,-2085.7243871235964,-9898.239011220248
21495.726759088782,-2085.519783225927,-9894.803122844583
21497.51775645176,-2085.3151687797804,-9891.366669736624
21499.30843973586,-2085.1105437995902,-9887.929652011258
21501.098808814637,-2084.9059082998115,-9884.492069783506
21502.888863561464,-2084.7012622948805,-9881.053923168352
21504.678603849887,-2084.4966057992515,-9877.615212280887
21506.46802955349,-2084.2919388273663,-9874.17593723626
21508.257140545764,-2084.087261393682,-9870.73609814958
21510.04593670042,-2083.8825735126507,-9867.295695136128
21511.83441789106,-2083.677875198772,-9863.854728311111
21513.6225839914,-2083.4731664664164,-9860.413197789889
21515.410434875062,-2083.268447330086,-9856.971103687752
21517.197970415906,-2083.0637178042443,-9853.52844612017
21518.98519048763,-2082.8589779033514,-9850.085225202498
21520.77209496409,-2082.654227641878,-9846.641441050308
21522.55868371912,-2082.449467034291,-9843.197093779105
21524.34495662657,-2082.244696095058,-9839.752183504464
21526.130913560388,-2082.039914838649,-9836.306710342003
