      30            465     1.000000000000e-06 
   2   0  -484.16544000     0.00000000     0.00000000     0.00000000 
   2   1     0.00104000    -0.00243000     0.00000000     0.00000000 
   2   2     2.43404000    -1.39907000     0.00000000     0.00000000 
   3   0     0.95838000     0.00000000     0.00000000     0.00000000 
   3   1     2.02855000     0.25197000     0.00000000     0.00000000 
   3   2     0.89272000    -0.62346000     0.00000000     0.00000000 
   3   3     0.70028000     1.41250000     0.00000000     0.00000000 
   4   0     0.54112000     0.00000000     0.00000000     0.00000000 
   4   1    -0.53521000    -0.46926000     0.00000000     0.00000000 
   4   2     0.35208000     0.66404000     0.00000000     0.00000000 
   4   3     0.98850000    -0.20179000     0.00000000     0.00000000 
   4   4    -0.19531000     0.29883000     0.00000000     0.00000000 
   5   0     0.06862000     0.00000000     0.00000000     0.00000000 
   5   1    -0.05117000    -0.09379000     0.00000000     0.00000000 
   5   2     0.65146000    -0.32769000     0.00000000     0.00000000 
   5   3    -0.46712000    -0.20298000     0.00000000     0.00000000 
   5   4    -0.28754000     0.04990000     0.00000000     0.00000000 
   5   5     0.15617000    -0.65983000     0.00000000     0.00000000 
   6   0    -0.15070000     0.00000000     0.00000000     0.00000000 
   6   1    -0.07293000     0.02316000     0.00000000     0.00000000 
   6   2     0.04935000    -0.35387000     0.00000000     0.00000000 
   6   3     0.05697000     0.00332000     0.00000000     0.00000000 
   6   4    -0.10089000    -0.46157000     0.00000000     0.00000000 
   6   5    -0.25833000    -0.53730000     0.00000000     0.00000000 
   6   6     0.00271000    -0.24213000     0.00000000     0.00000000 
   7   0     0.09312000     0.00000000     0.00000000     0.00000000 
   7   1     0.27044000     0.10196000     0.00000000     0.00000000 
   7   2     0.32437000     0.10813000     0.00000000     0.00000000 
   7   3     0.23109000    -0.21615000     0.00000000     0.00000000 
   7   4    -0.28455000    -0.12984000     0.00000000     0.00000000 
   7   5     0.01498000     0.04312000     0.00000000     0.00000000 
   7   6    -0.36170000     0.13055000     0.00000000     0.00000000 
   7   7    -0.00717000     0.01688000     0.00000000     0.00000000 
   8   0     0.05021000     0.00000000     0.00000000     0.00000000 
   8   1     0.02111000     0.05504000     0.00000000     0.00000000 
   8   2     0.07082000     0.05462000     0.00000000     0.00000000 
   8   3    -0.01136000    -0.08558000     0.00000000     0.00000000 
   8   4    -0.24419000     0.07507000     0.00000000     0.00000000 
   8   5    -0.01608000     0.08245000     0.00000000     0.00000000 
   8   6    -0.07484000     0.31977000     0.00000000     0.00000000 
   8   7     0.06632000     0.07700000     0.00000000     0.00000000 
   8   8    -0.12262000     0.12887000     0.00000000     0.00000000 
   9   0     0.02754000     0.00000000     0.00000000     0.00000000 
   9   1     0.15846000     0.00831000     0.00000000     0.00000000 
   9   2     0.02731000    -0.03571000     0.00000000     0.00000000 
   9   3    -0.16196000    -0.09053000     0.00000000     0.00000000 
   9   4    -0.00977000     0.01357000     0.00000000     0.00000000 
   9   5    -0.00723000    -0.05617000     0.00000000     0.00000000 
   9   6     0.03974000     0.21681000     0.00000000     0.00000000 
   9   7    -0.10317000    -0.07477000     0.00000000     0.00000000 
   9   8     0.19939000    -0.01222000     0.00000000     0.00000000 
   9   9    -0.05541000     0.09097000     0.00000000     0.00000000 
  10   0     0.05261000     0.00000000     0.00000000     0.00000000 
  10   1     0.08885000    -0.13023000     0.00000000     0.00000000 
  10   2    -0.08538000    -0.01315000     0.00000000     0.00000000 
  10   3    -0.01879000    -0.16064000     0.00000000     0.00000000 
  10   4    -0.09717000    -0.07666000     0.00000000     0.00000000 
  10   5    -0.06518000    -0.03159000     0.00000000     0.00000000 
  10   6    -0.03877000    -0.08487000     0.00000000     0.00000000 
  10   7     0.00388000     0.01801000     0.00000000     0.00000000 
  10   8     0.04349000    -0.06948000     0.00000000     0.00000000 
  10   9     0.12372000    -0.04851000     0.00000000     0.00000000 
  10  10     0.10112000    -0.02228000     0.00000000     0.00000000 
  11   0    -0.04857000     0.00000000     0.00000000     0.00000000 
  11   1     0.00554000    -0.00242000     0.00000000     0.00000000 
  11   2     0.03107000    -0.09117000     0.00000000     0.00000000 
